Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1ht87wd,,,Collection,,,,,The George al-A'ma Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5jt79cx,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0553|~|123708|~|36771_ca_object_representations_media_109020_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank. |~|بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Other,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/91262_ca_object_representations_media_109020_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/36771_ca_object_representations_media_109020_original.jpg,https://palarchive.org/index.php/Detail/objects/123708/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features militants during the Jordanian Administration of the West Bank.",بطاقة بريدية يظهر فيها عساكرخلال فترة الإدارة الأردنية في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5d29hh4,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0554|~|123709|~|25077_ca_object_representations_media_109022_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/73098_ca_object_representations_media_109022_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/25077_ca_object_representations_media_109022_original.jpg,https://palarchive.org/index.php/Detail/objects/123709/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m55v15cx,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0555|~|123710|~|81643_ca_object_representations_media_109024_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine. |~|بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,6780,4912,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/48791_ca_object_representations_media_109024_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/81643_ca_object_representations_media_109024_original.jpg,https://palarchive.org/index.php/Detail/objects/123710/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a Christian ritual at a church in Palestine.",بطاقة بريدية يظهر فيها طقس ديني مسيحي في إحدى الكنائس في فلسطين، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5hv088j,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0556|~|123711|~|2317_ca_object_representations_media_109026_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features physical activity. |~|بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425;31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/80990_ca_object_representations_media_109026_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/2317_ca_object_representations_media_109026_original.jpg,https://palarchive.org/index.php/Detail/objects/123711/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features physical activity.",بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5sj95jp,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0557|~|123712|~|9035_ca_object_representations_media_109028_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features physical activity. |~|بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425;31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/79746_ca_object_representations_media_109028_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/9035_ca_object_representations_media_109028_original.jpg,https://palarchive.org/index.php/Detail/objects/123712/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features physical activity.",بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5f83zg5,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0558|~|123713|~|14865_ca_object_representations_media_109030_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/78096_ca_object_representations_media_109030_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/14865_ca_object_representations_media_109030_original.jpg,https://palarchive.org/index.php/Detail/objects/123713/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار,,,,
ark:/13030/m55r2g1h,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0559|~|123714|~|61122_ca_object_representations_media_109032_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features physical activity. |~|بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425;31.7053821,35.2024425]",,,image/jpeg,4586,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/71293_ca_object_representations_media_109032_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/61122_ca_object_representations_media_109032_original.jpg,https://palarchive.org/index.php/Detail/objects/123714/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features physical activity.",بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5np9qbr,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0560|~|123715|~|16561_ca_object_representations_media_109034_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features physical activity. |~|بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425;31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/57120_ca_object_representations_media_109034_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/16561_ca_object_representations_media_109034_original.jpg,https://palarchive.org/index.php/Detail/objects/123715/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features physical activity.",بطاقة بريدية يظهر فيها حدث رياضي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m58m4vzg,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0561|~|123716|~|59373_ca_object_representations_media_109036_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration. |~|بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4660,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/39694_ca_object_representations_media_109036_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/59373_ca_object_representations_media_109036_original.jpg,https://palarchive.org/index.php/Detail/objects/123716/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a parade during a Christian celebration.",بطاقة بريدية تظهر فيها مسيرة بمناسبة دينية مسيحية، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5d86xdp,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0562|~|123717|~|25209_ca_object_representations_media_109038_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,,,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/35144_ca_object_representations_media_109038_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/25209_ca_object_representations_media_109038_original.jpg,https://palarchive.org/index.php/Detail/objects/123717/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,,,black-and-white photographs,,,
ark:/13030/m5rk24cd,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0563|~|123718|~|71909_ca_object_representations_media_109040_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a scout parade.|~|بطاقة بريدية يظهر فيها عرض كشفي، صدرت عن ستوديو سمعان السحار",,black-and-white photographs,,still image,after 1948,1948,,"[31.7053821,35.2024425]",,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/85312_ca_object_representations_media_109040_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/71909_ca_object_representations_media_109040_original.jpg,https://palarchive.org/index.php/Detail/objects/123718/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:09,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a scout parade.",بطاقة بريدية يظهر فيها عرض كشفي، صدرت عن ستوديو سمعان السحار,black-and-white photographs,,,
ark:/13030/m5rg3dzp,ark:/21198/z1ht87wd,,Work,99.0,0099.04.0564|~|123719|~|25681_ca_object_representations_media_109042_original.jpg,The George al-A'ma Collection,George al-A'ma Sub-collection 4: Samaan Sahar,بطاقة بريدية صدرت عن استديو سمعان السحار,A Postcard Issued by Saman Sahar Photo Studio,"Issued by Saman Sahar Photo Studio, this postcard features a social event. |~|بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.",,,,still image,after 1948,1948,,"[31.7053821,35.2024425]",Social History,,image/jpeg,4912,6780,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/18053_ca_object_representations_media_109042_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/9/0/25681_ca_object_representations_media_109042_original.jpg,https://palarchive.org/index.php/Detail/objects/123719/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The George al-A'ma Collection | George al-A'ma Sub-collection 4: Samaan Sahar,19 May 2019 at 11:22:10,9 March 2021 at 11:27:05,"Issued by Saman Sahar Photo Studio, this postcard features a social event.",بطاقة بريدية تظهر فيها لقطة من إحدى المناسبات الاجتماعية، صدرت عن ستوديو سمعان السحار.,,,,
